Ticker,Name,Sector,Industry,MarketCap,CapBucket
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,27194691584.0,Large
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,26085994496.0,Large
AVGO,Broadcom Inc.,Technology,Semiconductors,1669544673280.0,Large
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,14109500416.0,Large
AWK,"American Water Works Company, I",Utilities,Utilities - Regulated Water,25480335360.0,Large
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,46378655744.0,Large
AXP,American Express Company,Financial Services,Credit Services,265165914112.0,Large
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,57361068032.0,Large
BA,Boeing Company (The),Industrials,Aerospace & Defense,169487941632.0,Large
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,416048218112.0,Large
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,14331361280.0,Large
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,9962400768.0,Mid
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,14625148928.0,Large
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,56036225024.0,Large
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,12612441088.0,Large
BF.B,,,,,Unknown
BG,Bunge Limited,Consumer Defensive,Farm Products,17224601600.0,Large
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,25978038272.0,Large
BK,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,82844639232.0,Large
BKNG,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,176314318848.0,Large
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,44651520000.0,Large
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,11499274240.0,Large
BLK,"BlackRock, Inc.",Financial Services,Asset Management,168821260288.0,Large
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,111233548288.0,Large
BR,"Broadridge Financial Solutions,",Technology,Information Technology Services,26636062720.0,Large
BRK.B,,,,,Unknown
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,27579971584.0,Large
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,142403371008.0,Large
BX,Blackstone Inc.,Financial Services,Asset Management,190697209856.0,Large
BXP,"BXP, Inc.",Real Estate,REIT - Office,12266005504.0,Large
C,"Citigroup, Inc.",Financial Services,Banks - Diversified,221680926720.0,Large
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,8247089664.0,Mid
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,49488670720.0,Large
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,45606313984.0,Large
CAT,"Caterpillar, Inc.",Industrials,Farm & Heavy Construction Machinery,273123213312.0,Large
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,124977446912.0,Large
CBOE,"Cboe Global Markets, Inc.",Financial Services,Financial Data & Stock Exchanges,26804690944.0,Large
CBRE,CBRE Group Inc,Real Estate,Real Estate Services,49016545280.0,Large
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,38444085248.0,Large
CCL,Carnival Corporation,Consumer Cyclical,Travel Services,40278401024.0,Large
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,86894338048.0,Large
CDW,CDW Corporation,Technology,Information Technology Services,18310498304.0,Large
CEG,Constellation Energy Corporatio,Utilities,Utilities - Independent Power Producers,112609705984.0,Large
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,12544804864.0,Large
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,25807611904.0,Large
CHD,"Church & Dwight Company, Inc.",Consumer Defensive,Household & Personal Products,20801746944.0,Large
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,19448332288.0,Large
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,28296189952.0,Large
CI,The Cigna Group,Healthcare,Healthcare Plans,73862963200.0,Large
CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,25769269248.0,Large
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,64439447552.0,Large
CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,12018725888.0,Large
CMCSA,Comcast Corporation,Communication Services,Telecom Services,109510844416.0,Large
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,99788783616.0,Large
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,50698862592.0,Large
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,71657381888.0,Large
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,21290211328.0,Large
CNC,Centene Corporation,Healthcare,Healthcare Plans,19911393280.0,Large
CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities - Regulated Electric,24998328320.0,Large
COF,Capital One Financial Corporati,Financial Services,Credit Services,159444467712.0,Large
COIN,"Coinbase Global, Inc. - 3",Financial Services,Financial Data & Stock Exchanges,63881883648.0,Large
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,16425593856.0,Large
COP,ConocoPhillips,Energy,Oil & Gas E&P,114328182784.0,Large
COR,"Cencora, Inc.",Healthcare,Medical Distribution,66161459200.0,Large
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,387730440192.0,Large
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,21903169536.0,Large
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,8392478720.0,Mid
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,38043095040.0,Large
CPT,Camden Property Trust,Real Estate,REIT - Residential,11674729472.0,Large
CRL,Charles River Laboratories Inte,Healthcare,Diagnostics & Research,10023223296.0,Large
CRM,"Salesforce, Inc.",Technology,Software - Application,253308141568.0,Large
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,121307242496.0,Large
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,308817559552.0,Large
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,28400365568.0,Large
CSX,CSX Corporation,Industrials,Railroads,68269821952.0,Large
CTAS,Cintas Corporation,Industrials,Specialty Business Services,77019480064.0,Large
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,19681380352.0,Large
CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services,41792040960.0,Large
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,45798506496.0,Large
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,101059518464.0,Large
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,302263664640.0,Large
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,50551668736.0,Large
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,46262411264.0,Large
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,100832100352.0,Large
DAY,"Dayforce, Inc.",Technology,Software - Application,11068018688.0,Large
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,17286922240.0,Large
DDOG,"Datadog, Inc.",Technology,Software - Application,48503025664.0,Large
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,126819975168.0,Large
